kind,size,size_kb,root,depth,path,nested_under,rollup_parent
support/container,52.0 KiB,52,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.contacts.donation-agent,,false
support/container,52.0 KiB,52,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.CharacterPaletteIM,,false
support/container,48.0 KiB,48,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Dia/RemoteAssetDirectory,/Users/yaniv/Library/Application Support/Dia,false
support/container,48.0 KiB,48,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.FaceTime.FaceTimeNotificationCenterService,,false
support/container,48.0 KiB,48,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.WorkflowKit.ShortcutsViewService,,false
support/container,48.0 KiB,48,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.notificationcenterui,,false
support/container,48.0 KiB,48,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.aiml.mlpt.FedStats.MLHostPlugin,,false
support/container,48.0 KiB,48,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.Siri,,false
support/container,48.0 KiB,48,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.Dictionary,,false
support/container,48.0 KiB,48,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.siri.SiriSuggestionsLightHousePlugin,,false
support/container,48.0 KiB,48,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/net.whatsapp.WhatsApp.ServiceExtension,,false
cache-like,44.0 KiB,44,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/com.apple.chrono/widget-relevance-cache,/Users/yaniv/Library/Caches/com.apple.chrono,false
cache-like,44.0 KiB,44,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/com.apple.AppleMediaServices/Storage,/Users/yaniv/Library/Caches/com.apple.AppleMediaServices,false
support/container,44.0 KiB,44,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Comet/TpcdMetadata,/Users/yaniv/Library/Application Support/Comet,false
support/container,44.0 KiB,44,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.QuickTimePlayerX,,false
support/container,44.0 KiB,44,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.siri.ODDIPoirotMetricsExtension,,false
support/container,44.0 KiB,44,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.AccessibilitySettingsWidgetExtension,,false
support/container,44.0 KiB,44,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.Notes.IntentsExtension,,false
support/container,44.0 KiB,44,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.Family,,false
cache-like,40.0 KiB,40,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/claude-cli-nodejs/-Users-yaniv-dev-bigdata-python-examples,/Users/yaniv/Library/Caches/claude-cli-nodejs,false
cache-like,40.0 KiB,40,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/Adobe/Color,/Users/yaniv/Library/Caches/Adobe,false
cache-like,40.0 KiB,40,/Users/yaniv/Library/Caches,1,/Users/yaniv/Library/Caches/AMSDataMigratorTool,,false
support/container,40.0 KiB,40,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Slack/WebStorage,/Users/yaniv/Library/Application Support/Slack,false
cache-like,40.0 KiB,40,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Arc/ArchiveItemsFaviconCache,/Users/yaniv/Library/Application Support/Arc,false
support/container,40.0 KiB,40,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.siri.SiriPrivateLearningAnalytics.SiriUserSegmentation,,false
support/container,40.0 KiB,40,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.LighthouseBitacoraFramework.BitacoraWorker,,false
support/container,40.0 KiB,40,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.quicklook.QuickLookUIService,,false
support/container,40.0 KiB,40,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.lighthouse.SiriTurnRestatementExtension,,false
support/container,40.0 KiB,40,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.BKAgentService,,false
support/container,40.0 KiB,40,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.LookupViewService,,false
support/container,40.0 KiB,40,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.Notes.SpotlightIndexExtension,,false
support/container,40.0 KiB,40,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.lighthouse.BiomeSELFIngestor,,false
support/container,40.0 KiB,40,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.lighthouse.SiriCoreMetricsWorker,,false
support/container,40.0 KiB,40,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/net.whatsapp.WhatsApp.WAAppKitBridgeService,,false
support/container,40.0 KiB,40,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.reminders.macOSIntentsExtension,,false
support/container,40.0 KiB,40,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.shortcuts.ShortcutLiveActivityWidget,,false
support/container,40.0 KiB,40,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.PeopleViewService.SelectPerson-iOS,,false
support/container,40.0 KiB,40,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.SiriMetrics.SiriTurnRestatementExtension,,false
support/container,40.0 KiB,40,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.FamilyControlsAgent,,false
support/container,40.0 KiB,40,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.siri.metrics.ExperimentationExtension,,false
support/container,40.0 KiB,40,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.findmy.FindMyWidgetIntentsItems,,false
support/container,40.0 KiB,40,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.siri.ODDIPoirotExperimentationExtension,,false
support/container,40.0 KiB,40,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.siri.metrics.AssetMetricsExtension,,false
support/container,40.0 KiB,40,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.siri.metrics.DevicePropertiesExtension,,false
support/container,40.0 KiB,40,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.ContinuityCaptureOnboardingUI,,false
support/container,40.0 KiB,40,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.messages.AssistantExtension,,false
support/container,40.0 KiB,40,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.siri.metrics.MetricsExtension,,false
support/container,40.0 KiB,40,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.lighthouse.PnROnDeviceWorker,,false
support/container,40.0 KiB,40,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.Internet-Accounts-Settings.extension,,false
support/container,40.0 KiB,40,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.quicklook.ui.helper,,false
support/container,40.0 KiB,40,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.MobileSMS.MessagesActionExtension,,false
support/container,40.0 KiB,40,/Users/yaniv/Library/Group Containers,1,/Users/yaniv/Library/Group Containers/UBF8T346G9.com.microsoft.oneauth,,false
support/container,40.0 KiB,40,/Users/yaniv/Library/Group Containers,1,/Users/yaniv/Library/Group Containers/UBF8T346G9.ms,,false
support/container,36.0 KiB,36,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Slack/Service Worker,/Users/yaniv/Library/Application Support/Slack,false
support/container,36.0 KiB,36,/Users/yaniv/Library/Application Support,1,/Users/yaniv/Library/Application Support/ConfigurationProfiles,,false
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.lighthouse.InferenceExtension,,false
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.speech.MacinTalkFramework.WardaSynthesizer.x86-64,,false
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.photos.ImageConversionService,,false
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.controls.screenshot,,false
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.calendar.CalendarIntentsExtension,,false
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.poirot.MessagesAnalyticsWorker,,false
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.speech.MacinTalkFramework.WardaSynthesizer,,false
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.AvatarUI.AvatarPickerMemojiEditor,,false
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.speech.MacinTalkFramework.WardaSynthesizer.arm64,,false
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.sharing.ShareSheetUI,,false
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.MailServiceAgent,,false
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.AMPDeviceDiscoveryAgent,,false
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.aiml.mlpt.FedStats.MLHostPluginClassB,,false
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.Safari.BrowserDataImportingService,,false
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.Keyboard-Settings.extension,,false
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.podcasts.SpotlightIndexExtension,,false
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.accessibility.axassetsd,,false
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.ExtensionsSettings.DefaultExtensionEnablement,,false
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.CoreCDPUI.CDPFollowUpExtension,,false
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.speech.MacinTalkFramework.MacinTalkAUSP,,false
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.controls.display,,false
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.wallpaper.extension.aerials,,false
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.lighthouse.IFTranscriptSELFIngestor,,false
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.MailShortcutsExtension,,false
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.AMSUIPaymentViewService,,false
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.DataDetectorsLocalSources,,false
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.SafariFoundation.CredentialProviderExtensionHelper,,false
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.VoiceMemos.VoiceMemosSettingsWidget,,false
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.printcenter.PrintCenterWidget,,false
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.mail.SpotlightIndexExtension,,false
cache-like,36.0 KiB,36,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.MailCacheDelete,,false
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.AvatarUI.AvatarPickerPosePicker,,false
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.mlhost.CloudWorker,,false
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.ManagedSettings.ManagedSettingsMacOSExtension,,false
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.TextEdit,,false
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.iCloudDriveCore.telemetry-disk-checker,,false
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.facetime.NotificationViewBridgeService,,false
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.WindowManager.controls,,false
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.texttospeech.SiriAUSP,,false
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.ScreenTimeWidgetApplication.ScreenTimeWidgetIntentsExtension,,false
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.CoreRoutine.helperservice,,false
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.notes.exchangenotesd,,false
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.lighthouse.IFTelemetrySELFIngestor,,false
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.siri.ODDI.MetricsExtension,,false
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.Safari.SafariLinkExtension,,false
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.siri.ODDIMetricsExtension,,false
cache-like,36.0 KiB,36,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.unilog.SearchUploadWorker,,false
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.ax.MauiTTSSupport.MauiAUSP,,false
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.weather.WeatherIntents,,false
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.siri.ODDIExperimentationExtension,,false
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.VoiceMemos.RecordWidget,,false
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.wallpaper.extension.legacy,,false
support/container,36.0 KiB,36,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.CalendarWidget.IntentsExtension,,false
support/container,36.0 KiB,36,/Users/yaniv/Library/Group Containers,1,/Users/yaniv/Library/Group Containers/UBF8T346G9.OfficeExcelWidget,,false
cache-like,32.0 KiB,32,/Users/yaniv/Library/Caches,1,/Users/yaniv/Library/Caches/com.apple.commerce,,false
cache-like,32.0 KiB,32,/Users/yaniv/Library/Logs,1,/Users/yaniv/Library/Logs/F5Networks,,false
support/container,32.0 KiB,32,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.CloudPhotosConfiguration,,false
support/container,32.0 KiB,32,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.PressAndHold,,false
support/container,32.0 KiB,32,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.languageassetd,,false
support/container,32.0 KiB,32,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.wallpaper.extension.macintosh,,false
support/container,32.0 KiB,32,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.mlhost.TelemetryWorker,,false
support/container,32.0 KiB,32,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.ax.KonaTTSSupport.KonaSynthesizer,,false
support/container,32.0 KiB,32,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.wallpaper.extension.gradient,,false
support/container,32.0 KiB,32,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.mobiletimer-framework.MobileTimerIntents,,false
support/container,32.0 KiB,32,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.PlatformSSO.AccessKey,,false
support/container,32.0 KiB,32,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.wallpaper.extension.sonoma,,false
support/container,32.0 KiB,32,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.ExtensionsSettings.LegacyPluginEnablementExtension,,false
